Week,Town,Year,Month,Case_Count,AvgTemp,TempRange,AvgHumidity,SunshineHours,RainfallHours,Rainfall,BI,CI,HI,LI,AI,PI,Con100HH,RT,RT_level,LSTM,SARIMAX,Xgboost
2017/3/13,下營區,2017,3,0,21.88571429,7.542857143,71.85714286,32.1,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/3/20,下營區,2017,3,0,22.41428571,8.3,72.71428571,47.5,1,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/3/27,下營區,2017,3,0,22.11428571,9.214285714,61.14285714,51.8,1.9,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/4/3,下營區,2017,4,0,24.4,6.785714286,65.71428571,53.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/4/10,下營區,2017,4,0,24.92857143,7.214285714,77.57142857,39.1,12.4,35,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/4/17,下營區,2017,4,0,25.95714286,5.914285714,76.71428571,38.3,5.3,28,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/4/24,下營區,2017,4,0,24.41428571,8.242857143,68.14285714,48.6,5,0.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/5/1,下營區,2017,5,0,27.94285714,7.271428571,67.71428571,70.2,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/5/8,下營區,2017,5,0,28.92857143,6.271428571,71,57.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/5/15,下營區,2017,5,0,26.35714286,7.214285714,77,25.8,20.9,51.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/5/22,下營區,2017,5,0,27.82857143,5.742857143,71.57142857,29.8,0.9,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/5/29,下營區,2017,5,0,27.68571429,4.428571429,84,18.7,18.5,115.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/6/5,下營區,2017,6,0,30.11428571,6.171428571,77.42857143,69.2,1.5,7,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/6/12,下營區,2017,6,0,28.05714286,5.542857143,84.42857143,24,29.9,154.3,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/6/19,下營區,2017,6,0,29.8,5.657142857,74.42857143,55.4,0.4,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/6/26,下營區,2017,6,0,30.11428571,6.157142857,73.14285714,68.9,2.7,26.2,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/7/3,下營區,2017,7,0,29.52857143,7.028571429,75.57142857,56.2,8.8,35.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/7/10,下營區,2017,7,0,29.68571429,7.071428571,76.42857143,55.1,7.8,53.4,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/7/17,下營區,2017,7,0,29.94285714,6.457142857,76.28571429,36.3,0.9,25,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/7/24,下營區,2017,7,0,29.47142857,6,76.57142857,35.5,15.8,105.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/7/31,下營區,2017,7,0,28.62857143,5.714285714,81.71428571,39.9,39.9,411,2,3.174,2,0,0,0,2,0.01,1,1,1,1
2017/8/7,下營區,2017,8,0,30.34285714,5.185714286,73.42857143,55.5,1.2,3.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/8/14,下營區,2017,8,0,30.74285714,5.471428571,68,71.1,0,0,1,1.7855,1,0,0,0,1,0.01,1,1,1,1
2017/8/21,下營區,2017,8,0,29.51428571,6.428571429,74.71428571,23.3,7.6,12.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/8/28,下營區,2017,8,0,29.22857143,5.857142857,74.28571429,30.2,9,41,2,2.5,2,0,0,0,2,0.01,1,1,1,1
2017/9/4,下營區,2017,9,0,29.41428571,5.771428571,75.42857143,53,4.4,29.5,1,2.5,1,0,0,0,1,0.01,1,1,1,1
2017/9/11,下營區,2017,9,0,30.2,6.571428571,67,66.9,0,0,2,1.934,2,0,0,0,2,0.01,1,1,1,1
2017/9/18,下營區,2017,9,0,30.61428571,6.642857143,61.42857143,56.8,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/9/25,下營區,2017,9,0,30.38571429,6.571428571,71,59.9,0.6,0,2,6.25,2,0,0,0,2,0.01,1,1,1,1
2017/10/2,下營區,2017,10,0,30.12857143,5.914285714,72.71428571,44.5,0,0,1,1.25,1,6,0,0,1,0.01,1,1,1,1
2017/10/9,下營區,2017,10,0,28.68571429,5.2,77.14285714,35.1,21.5,39.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/10/16,下營區,2017,10,0,26.18571429,6.8,71.71428571,51.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/10/23,下營區,2017,10,0,23.94285714,9.114285714,62.85714286,68.7,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/10/30,下營區,2017,10,0,23.9,8.628571429,66.42857143,48,1.7,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/11/6,下營區,2017,11,0,24.77142857,6.428571429,76.71428571,31.2,1.8,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/11/13,下營區,2017,11,0,24.77142857,7.9,72.28571429,39.5,0.3,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/11/20,下營區,2017,11,0,21.77142857,7.557142857,69.28571429,39.9,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/11/27,下營區,2017,11,0,22.82857143,6.957142857,77,31.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/12/4,下營區,2017,12,0,18.18571429,7.3,73.14285714,39.4,4.8,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/12/11,下營區,2017,12,0,19.07142857,7,73.85714286,35.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/12/18,下營區,2017,12,0,18.08571429,7.614285714,69.71428571,44.5,1.6,0.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2017/12/25,下營區,2017,12,0,19.78571429,6.942857143,70.71428571,40.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/1/1,下營區,2018,1,0,19.28571429,7.085714286,79.85714286,29.6,28,26.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/1/8,下營區,2018,1,0,14.62857143,9.057142857,67.28571429,36.9,10.3,8.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/1/15,下營區,2018,1,0,20.4,7.6,75.57142857,25.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/1/22,下營區,2018,1,0,19.01428571,8.814285714,75.85714286,40.7,1.7,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/1/29,下營區,2018,1,0,14.1,6.514285714,79.42857143,15.8,7.5,5.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/2/5,下營區,2018,2,0,13.74285714,5.985714286,80,10.5,17.2,5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/2/12,下營區,2018,2,0,19.71428571,10.27142857,70.71428571,46.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/2/19,下營區,2018,2,0,20.18571429,9.385714286,77.14285714,40,6.2,6,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/2/26,下營區,2018,2,0,22.97142857,8.957142857,75.42857143,52,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/3/5,下營區,2018,3,0,19.77142857,9.2,74.14285714,37.6,4.8,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/3/12,下營區,2018,3,0,22.37142857,8.8,69.71428571,53.4,6.8,14,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/3/19,下營區,2018,3,0,21.72857143,8.885714286,64,64.8,0.8,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/3/26,下營區,2018,3,0,24.08571429,7.885714286,69.85714286,68,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/4/2,下營區,2018,4,0,23.81428571,7.157142857,64.14285714,42,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/4/9,下營區,2018,4,0,26.28571429,7.842857143,69.85714286,61.3,1,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/4/16,下營區,2018,4,0,25.1,7.971428571,67.71428571,53.4,0.9,0.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/4/23,下營區,2018,4,0,27,6.142857143,71.42857143,41.2,1.4,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/4/30,下營區,2018,4,0,28.18571429,6.785714286,69.71428571,64.1,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/5/7,下營區,2018,5,0,27.24285714,6.3,75.42857143,40.2,7.8,83.4,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/5/14,下營區,2018,5,0,29.21428571,5.671428571,72.85714286,74.1,0.9,0.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/5/21,下營區,2018,5,0,29.94285714,5.757142857,66.57142857,67.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/5/28,下營區,2018,5,0,30.28571429,6.728571429,68.57142857,73.9,0.5,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/6/4,下營區,2018,6,0,30.52857143,6.7,68.57142857,71.8,1.5,34,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/6/11,下營區,2018,6,0,28.35714286,6.085714286,77.28571429,27.5,31.6,180,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/6/18,下營區,2018,6,0,27.05714286,4.571428571,85.71428571,13.1,52.6,332,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/6/25,下營區,2018,6,0,29.44285714,6.385714286,72.28571429,57.2,3.9,17.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/7/2,下營區,2018,7,0,27.8,6.014285714,80.57142857,19,29.5,219.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/7/9,下營區,2018,7,0,29.45714286,7.057142857,73.57142857,50.6,4.7,96,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/7/16,下營區,2018,7,0,29.72857143,6.771428571,72.85714286,60.2,9.2,59.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/7/23,下營區,2018,7,0,29.55714286,6.757142857,74,48.3,4.5,18.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/7/30,下營區,2018,7,0,29.84285714,6.285714286,72.85714286,50.5,5.9,34,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/8/6,下營區,2018,8,0,29.61428571,7.557142857,71.85714286,58.4,3.7,36,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/8/13,下營區,2018,8,0,27.74285714,5.6,82.85714286,13.2,31,190,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/8/20,下營區,2018,8,0,26.58571429,5.342857143,87.57142857,13.7,67.6,734.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/8/27,下營區,2018,8,0,26.27142857,3.742857143,86,14.2,67.9,311,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/9/3,下營區,2018,9,0,28.71428571,5.957142857,76.42857143,45.6,7.3,21.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/9/10,下營區,2018,9,0,29.04285714,5.885714286,75.14285714,28.5,3.2,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/9/17,下營區,2018,9,0,29.84285714,5.928571429,71.14285714,61.6,2,4.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/9/24,下營區,2018,9,0,27.9,7,68,59,0.5,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/10/1,下營區,2018,10,0,26.51428571,7.242857143,66.14285714,62.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/10/8,下營區,2018,10,0,26.24285714,6.9,73.28571429,49.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/10/15,下營區,2018,10,0,25.8,8.1,72.71428571,45.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/10/22,下營區,2018,10,0,25.41428571,7.7,69.14285714,59.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/10/29,下營區,2018,10,0,23.48571429,7.485714286,73.28571429,32.8,2.1,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/11/5,下營區,2018,11,0,25.68571429,7.428571429,77.42857143,53.1,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/11/12,下營區,2018,11,0,25.07142857,7.528571429,74.71428571,44.2,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/11/19,下營區,2018,11,0,23.42857143,8.385714286,73.14285714,48,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/11/26,下營區,2018,11,0,22.6,6.3,77.14285714,31.9,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/12/3,下營區,2018,12,0,23.67142857,7.971428571,74.14285714,50.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/12/10,下營區,2018,12,0,21.1,7.842857143,77.57142857,42.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/12/17,下營區,2018,12,0,21.55714286,8.1,67.71428571,52.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/12/24,下營區,2018,12,0,19.91428571,7.885714286,74.85714286,49,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2018/12/31,下營區,2018,12,0,20.41428571,6.942857143,79.28571429,22,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/1/7,下營區,2019,1,0,21.67142857,8.128571429,79.28571429,51.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/1/14,下營區,2019,1,0,19.41428571,7.085714286,79.71428571,29.9,2.7,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/1/21,下營區,2019,1,0,17.04285714,8.3,74.14285714,41.5,0.5,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/1/28,下營區,2019,1,0,20.45714286,9.842857143,72.28571429,49.4,0.9,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/2/4,下營區,2019,2,0,22.12857143,9.142857143,75.85714286,54.7,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/2/11,下營區,2019,2,0,22.05714286,8.885714286,75.71428571,62.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/2/18,下營區,2019,2,0,22.55714286,7.628571429,76.85714286,41.4,1.9,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/2/25,下營區,2019,2,0,22.28571429,8.614285714,75.14285714,57.3,4.1,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/3/4,下營區,2019,3,0,20.51428571,8.485714286,82.14285714,23.8,29.9,42.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/3/11,下營區,2019,3,0,21.7,6.828571429,73.42857143,35.6,8.1,11,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/3/18,下營區,2019,3,0,23.17142857,7.142857143,77,47,4.2,20,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/3/25,下營區,2019,3,0,24.38571429,8.742857143,74.57142857,60.7,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/4/1,下營區,2019,4,0,23.65714286,7.342857143,73.57142857,48.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/4/8,下營區,2019,4,0,26.07142857,7.742857143,74.14285714,58.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/4/15,下營區,2019,4,0,25.34285714,7.814285714,76.57142857,27.3,12.8,88,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/4/22,下營區,2019,4,0,28,6.185714286,69.42857143,52.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/4/29,下營區,2019,4,0,25.7,5.857142857,73.85714286,22.3,12.5,52,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/5/6,下營區,2019,5,0,24.92857143,6.628571429,78.57142857,28.9,19.3,23.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/5/13,下營區,2019,5,0,29.35714286,5.457142857,71.71428571,51.6,1.5,21,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/5/20,下營區,2019,5,0,27.4,6.414285714,74,20.4,3.7,61.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/5/27,下營區,2019,5,0,28.37142857,6.342857143,73.57142857,44.3,2.7,14.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/6/3,下營區,2019,6,0,29.87142857,6.057142857,70.57142857,58.1,4.6,21,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/6/10,下營區,2019,6,0,28,6.314285714,78.71428571,20.1,26,209.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/6/17,下營區,2019,6,0,30.47142857,6.085714286,69.71428571,58.3,1.7,16,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/6/24,下營區,2019,6,0,29.02857143,5.642857143,75.28571429,33.5,9.7,22.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/7/1,下營區,2019,7,0,28.65714286,6.028571429,78,23.6,25.4,214.5,1.5715,0.391,1.5715,2.296,0,0,1.565,0.01,1,1,1,1
2019/7/8,下營區,2019,7,0,28.75714286,6.057142857,79.14285714,40.3,20.2,234.5,2.15,1.333,1.075,2.15,0,0,2.15,0.01,1,1,1,1
2019/7/15,下營區,2019,7,0,29.17142857,5.514285714,76.71428571,35.3,27,103.5,1.052,0.444,1.052,1.052,0,0,1.05,0.01,1,1,1,1
2019/7/22,下營區,2019,7,0,29.57142857,5.742857143,72.28571429,49.2,3.3,20.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/7/29,下營區,2019,7,0,29.6,7.628571429,72.42857143,46.8,8.9,103.5,2,1.265,2,2,0,0,2,0.01,1,1,1,1
2019/8/5,下營區,2019,8,0,29.95714286,5.385714286,75.28571429,31.7,4.8,18,1,0.49,1,1,0,0,1,0.01,1,1,1,1
2019/8/12,下營區,2019,8,0,27.71428571,4.957142857,84.14285714,14.2,46,456,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/8/19,下營區,2019,8,0,27.87142857,5.157142857,81.57142857,16.1,23.3,120.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/8/26,下營區,2019,8,0,29.35714286,6.214285714,75.14285714,44.1,6.4,60,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/9/2,下營區,2019,9,0,28.91428571,6.614285714,75,44.9,7.6,96,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/9/9,下營區,2019,9,0,29.22857143,6.214285714,74.14285714,44.2,8.6,82.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/9/16,下營區,2019,9,0,27.62857143,6.985714286,67,45,0.8,0.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/9/23,下營區,2019,9,0,27.91428571,7.728571429,68.42857143,62.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/9/30,下營區,2019,9,0,28.62857143,5.742857143,71.28571429,41.3,0.4,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/10/7,下營區,2019,10,0,28.47142857,5.942857143,69.71428571,57.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/10/14,下營區,2019,10,0,26.31428571,8.785714286,65.28571429,13.3,0,0,1.851,5,1.851,1.851,0,0,1.85,0.01,1,1,1,1
2019/10/21,下營區,2019,10,0,25.92857143,7.9,68,42.9,0,0,4,28.571,4,4,0,0,4,0.01,1,1,1,1
2019/10/28,下營區,2019,10,0,25.84285714,7.8,72.57142857,58.6,0,0,2,1.612,2,2,0,0,2,0.01,1,1,1,1
2019/11/4,下營區,2019,11,0,23.94285714,8.271428571,68.71428571,53.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/11/11,下營區,2019,11,0,23.62857143,7.742857143,67.42857143,63.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/11/18,下營區,2019,11,0,22.98571429,7.585714286,73,42.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/11/25,下營區,2019,11,0,22.12857143,8.628571429,73.85714286,55.9,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/12/2,下營區,2019,12,0,17,6.214285714,76.14285714,26.7,24.8,14.2,1,0.714,1,1,0,0,1,0.01,1,1,1,1
2019/12/9,下營區,2019,12,0,20.1,8.914285714,70,68.6,0,0,2,1.315,2,2,0,0,2,0.01,1,1,1,1
2019/12/16,下營區,2019,12,0,21.51428571,7.871428571,77.42857143,48.7,0.9,2,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/12/23,下營區,2019,12,0,20.12857143,6.671428571,77.85714286,28.4,12.4,43.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2019/12/30,下營區,2019,12,1,19.61428571,7.142857143,81.71428571,39.3,1.2,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/1/6,下營區,2020,1,0,20.2,8.057142857,77,55.9,0,0,0,0,0,0,0,0,0,0.295714275,1,1,1,1
2020/1/13,下營區,2020,1,0,18.2,8.985714286,75.85714286,64.4,0,0,2,51.19,2,2,0,0,2,0.721754753,1,1,1,1
2020/1/20,下營區,2020,1,0,20.85714286,9.471428571,74.42857143,51.7,10.7,27,0,0,0,0,0,0,0,0.007398929,1,1,1,1
2020/1/27,下營區,2020,1,0,15.67142857,8.014285714,65.71428571,53.6,2.2,0.5,0,0,0,0,0,0,0,0.006717132,1,1,1,1
2020/2/3,下營區,2020,2,0,18.02857143,8.642857143,74,57.2,0,0,2,2.02,2,2,0,0,2,0.009073773,1,1,1,1
2020/2/10,下營區,2020,2,0,22.18571429,8.928571429,71.42857143,45.1,0.2,0,0,0,0,0,0,0,0,0.009943288,1,1,1,1
2020/2/17,下營區,2020,2,0,18.01428571,8.871428571,67,51.4,1.1,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/2/24,下營區,2020,2,0,23.5,8.557142857,70.57142857,63.6,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/3/2,下營區,2020,3,0,21.87142857,8.957142857,71.28571429,44.8,0.4,0,1,0.641,1,1,0,0,1,0.01,1,1,1,1
2020/3/9,下營區,2020,3,0,22.2,7.957142857,68,42,8.4,19.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/3/16,下營區,2020,3,0,23.58571429,7.471428571,68.71428571,58.7,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/3/23,下營區,2020,3,0,24.91428571,8.185714286,74.14285714,60.6,1.2,10,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/3/30,下營區,2020,3,0,22.71428571,8.5,66,38.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/4/6,下營區,2020,4,0,21.6,7.985714286,60.75,48.5,13.6,23,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/4/13,下營區,2020,4,0,23.88571429,8.385714286,64.39285714,62.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/4/20,下營區,2020,4,0,24,6.942857143,73.14285714,34.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/4/27,下營區,2020,4,0,27.04285714,7.471428571,65,63.5,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/5/4,下營區,2020,5,0,28.95714286,5.571428571,71.85714286,73.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/5/11,下營區,2020,5,0,28.98571429,6.671428571,69,65.2,0.3,9.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/5/18,下營區,2020,5,0,26.18571429,4.285714286,86.42857143,7.4,41.6,302,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/5/25,下營區,2020,5,0,28.42857143,6.014285714,79.42857143,46.3,15.3,159,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/6/1,下營區,2020,6,0,29.72857143,6.257142857,71.85714286,71,0.9,11.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/6/8,下營區,2020,6,0,29.55714286,6.8,72.28571429,44.4,7,31.5,3,6.601,3,26,0,0,3,0.01,1,1,1,1
2020/6/15,下營區,2020,6,0,30.37142857,5.942857143,68.14285714,78.4,0.3,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/6/22,下營區,2020,6,0,30.58571429,6.114285714,70,63.1,0.6,4,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/6/29,下營區,2020,6,0,29.92857143,6.242857143,74.28571429,53.7,3.4,21,1,0.5205,1,1,0,0,1,0.01,1,1,1,1
2020/7/6,下營區,2020,7,0,30.7,6.242857143,70.14285714,64.1,2.2,23,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/7/13,下營區,2020,7,0,30.32857143,6.228571429,71.71428571,53.6,6.7,37,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/7/20,下營區,2020,7,0,30.48571429,6.985714286,71,54.4,4,7,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/7/27,下營區,2020,7,0,29.35714286,6.885714286,77,35.1,12.8,86.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/8/3,下營區,2020,8,0,28.68571429,6.571428571,79.71428571,39.4,23.6,117.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/8/10,下營區,2020,8,0,28.98571429,7.014285714,76.28571429,41.6,9.8,84.5,2,2.439,2,2,0,0,2,0.01,1,1,1,1
2020/8/17,下營區,2020,8,0,29.37142857,6.928571429,76.14285714,45.5,5.6,42,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/8/24,下營區,2020,8,0,27.91428571,5.571428571,83.14285714,33.8,33.2,373.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/8/31,下營區,2020,8,0,29.24285714,6.985714286,73.14285714,50,2.3,23.3,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/9/7,下營區,2020,9,0,29.6,6.842857143,68.71428571,50.8,4,38.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/9/14,下營區,2020,9,0,30.17142857,6.785714286,71.28571429,59.2,1.4,17.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/9/21,下營區,2020,9,0,28.64285714,7.8,68,51.8,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/9/28,下營區,2020,9,0,28.14285714,7.014285714,69,67.9,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/10/5,下營區,2020,10,0,27.17142857,8.357142857,65.85714286,52.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/10/12,下營區,2020,10,0,27.52857143,7.071428571,73.85714286,54.4,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/10/19,下營區,2020,10,0,25.27142857,7.614285714,72.57142857,34.8,2.2,1,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/10/26,下營區,2020,10,0,26.08571429,7.971428571,69,56,0,0,2,0.666,2,2,0,0,2,0.01,1,1,1,1
2020/11/2,下營區,2020,11,0,24.22857143,6.742857143,74.71428571,41.1,12.7,50.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/11/9,下營區,2020,11,0,22.68571429,5.942857143,78.28571429,15.7,4.4,1.5,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/11/16,下營區,2020,11,0,26.11428571,6.828571429,77.42857143,51.7,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/11/23,下營區,2020,11,0,24.17142857,7.085714286,75.42857143,51.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/11/30,下營區,2020,11,0,21.05714286,7.314285714,71.57142857,29.3,0,0,0,0,0,0,0,0,0,0.01,1,1,1,1
2020/12/7,下營區,2020,12,0,21.8,6.814285714,80.85714286,29.7,2,2.5,0,0,0,0,0,0,0,0.01,1,1,1,1
