年月,區域別,人口數,人口密度
114.11,安定區,29792,952.7342500799489
114.11,山上區,6814,244.42212497309706
114.11,玉井區,12676,165.9896655850363
114.11,楠西區,8398,76.60200161267372
114.11,南化區,7623,44.44384846530838
114.11,左鎮區,4079,54.45746136644304
114.11,仁德區,77512,1526.8366478615778
114.11,歸仁區,70535,1264.2652169782743
114.11,關廟區,33213,619.1684392436425
114.11,龍崎區,3242,50.59190342283408
114.11,永康區,235808,5854.903625795462
114.11,東區,180933,13486.761680431737
114.11,南區,119259,4373.572049391047
114.11,北區,125445,12022.714203565269
114.11,安南區,204557,1908.1524902613394
114.11,安平區,71265,6439.821801324742
114.11,中西區,75905,12125.399361022364
114.10,總計,1854000,845.9367953806193
114.10,新營區,74566,1934.8393558665855
114.10,鹽水區,23714,453.8955508129887
114.10,白河區,25020,197.93583461361374
114.10,柳營區,19892,324.54003644794096
114.10,後壁區,20925,289.7440974592523
114.10,東山區,18550,148.49765205599203
114.10,麻豆區,42942,795.5993952688682
114.10,下營區,21787,649.7937612402361
114.10,六甲區,20915,309.6357948749835
114.10,官田區,20552,290.30175732004807
114.10,大內區,8437,119.99288888888888
114.10,佳里區,58353,1498.4515512734258
114.10,學甲區,24400,451.9196397978215
114.10,西港區,24851,735.9639406987972
114.10,七股區,20555,186.61052463386028
114.10,將軍區,17665,420.79962648524526
114.10,北門區,9478,214.91917288544525
114.10,新化區,41943,675.868825725653
114.10,善化區,53836,973.3554873738241
114.10,新市區,38298,801.0525082828552
114.10,安定區,29814,953.4377998081228
114.10,山上區,6824,244.7808307626085
114.10,玉井區,12681,166.05513957745703
114.10,楠西區,8413,76.73882347790236
114.10,南化區,7643,44.56045307888652
114.10,左鎮區,4075,54.40405860952571
114.10,仁德區,77515,1526.8957420656184
114.10,歸仁區,70551,1264.5520000430174
114.10,關廟區,33237,619.6158556932811
114.10,龍崎區,3245,50.63871887942523
114.10,永康區,235844,5855.797473885979
114.10,東區,180948,13487.879781746624
114.10,南區,119339,4376.505880497724
114.10,北區,125410,12019.359785317232
114.10,安南區,204533,1907.928613005776
114.10,安平區,71263,6439.641072445172
114.10,中西區,75986,12138.338658146966
114.9,總計,1854682,846.2479760140873
114.9,新營區,74627,1936.4221845111133
114.9,鹽水區,23764,454.852571034826
114.9,白河區,25055,198.21272327114679
114.9,柳營區,19897,324.6216119648442
114.9,後壁區,20958,290.20104155560387
114.9,東山區,18558,148.56169417008624
114.9,麻豆區,42962,795.9699413055077
114.9,下營區,21812,650.5393822082907
114.9,六甲區,20930,309.8578621436005
114.9,官田區,20563,290.4571348662976
114.9,大內區,8460,120.32
114.9,佳里區,58348,1498.3231558566285
114.9,學甲區,24413,452.16041665509084
114.9,西港區,24847,735.8454804451737
114.9,七股區,20580,186.83748951422254
114.9,將軍區,17704,421.72864915339835
114.9,北門區,9488,215.1459287125031
114.9,新化區,41974,676.3683592258197
114.9,善化區,53800,972.7046069676747
114.9,新市區,38302,801.1361734881697
114.9,安定區,29838,954.2053086024944
114.9,山上區,6838,245.28301886792454
114.9,玉井區,12709,166.4217939350131
114.9,楠西區,8436,76.94861700458627
114.9,南化區,7662,44.671227461785755
114.9,左鎮區,4075,54.40405860952571
114.9,仁德區,77504,1526.6790633174699
114.9,歸仁區,70530,1264.175597270542
114.9,關廟區,33219,619.2802933560521
114.9,龍崎區,3251,50.73234979260753
114.9,永康區,235942,5858.230727021276
114.9,東區,180989,13490.93592534065
114.9,南區,119431,4379.879786270404
114.9,北區,125412,12019.551466359977
114.9,安南區,204497,1907.592797122431
114.9,安平區,71229,6436.568681492459
114.9,中西區,76078,12153.035143769968
114.8,總計,1855568,846.6522370716424
114.8,新營區,74671,1937.5638969760187
114.8,鹽水區,23791,455.3693619546181
114.8,白河區,25090,198.4896119286798
114.8,柳營區,19923,325.04580465274114
114.8,後壁區,20970,290.3672030451862
114.8,東山區,18592,148.83387315498672
114.8,麻豆區,42983,796.3590146439793
114.8,下營區,21832,651.1358789827344
114.8,六甲區,20970,310.45004152657924
114.8,官田區,20569,290.541886255161
114.8,大內區,8481,120.61866666666667
114.8,佳里區,58337,1498.0406859396746
114.8,學甲區,24441,452.6790129630556
114.8,西港區,24867,736.4377817132907
114.8,七股區,20613,187.13708315630075
114.8,將軍區,17740,422.58620853938584
114.8,北門區,9495,215.30465779144362
114.8,新化區,41990,676.6261829678414
114.8,善化區,53768,972.1260466066531
114.8,新市區,38255,800.1531073257253
114.8,安定區,29854,954.7169811320755
114.8,山上區,6847,245.60585407848484
114.8,玉井區,12711,166.4479835319814
114.8,楠西區,8447,77.04895303908727
114.8,南化區,7666,44.69454838450138
114.8,左鎮區,4079,54.45746136644304
114.8,仁德區,77520,1526.9942324056858
114.8,歸仁區,70516,1263.924662088892
114.8,關廟區,33239,619.6531403974177
114.8,龍崎區,3253,50.76356009700162
114.8,永康區,236027,5860.341201679441
114.8,東區,181193,13506.142103223114
114.8,南區,119534,4383.657093820251
114.8,北區,125514,12029.327199539966
114.8,安南區,204411,1906.7905702899957
114.8,安平區,71207,6434.580663817174
114.8,中西區,76172,12168.051118210864
114.7,總計,1856033,846.8644056853706
114.7,新營區,74707,1938.4980253563958
114.7,鹽水區,23809,455.71388923447955
114.7,白河區,25132,198.82187831771944
114.7,柳營區,19910,324.83370830879267
114.7,後壁區,21005,290.8518407231348
114.7,東山區,18614,149.00998896874586
114.7,麻豆區,43017,796.9889429062666
114.7,下營區,21862,652.0306241443999
114.7,六甲區,21007,310.9978074558345
114.7,官田區,20591,290.8526413476601
114.7,大內區,8497,120.84622222222222
114.7,佳里區,58380,1499.1448865241307
114.7,學甲區,24464,453.10500278745513
114.7,西港區,24869,736.4970118401025
114.7,七股區,20627,187.2641834893036
114.7,將軍區,17753,422.8958827621035
114.7,北門區,9507,215.57676478391303
114.7,新化區,42004,676.8517787421102
114.7,善化區,53718,971.2220460425567
114.7,新市區,38263,800.3204377363542
114.7,安定區,29846,954.4611448672849
114.7,山上區,6862,246.143912762752
114.7,玉井區,12746,166.90630147892654
114.7,楠西區,8459,77.15841053127018
114.7,南化區,7664,44.68288792314357
114.7,左鎮區,4092,54.63102032642435
114.7,仁德區,77523,1527.0533266097261
114.7,歸仁區,70459,1262.902997420745
114.7,關廟區,33212,619.1497968915742
114.7,龍崎區,3255,50.79477040139572
114.7,永康區,236069,5861.3840244517105
114.7,東區,181172,13504.576761382272
114.7,南區,119579,4385.307373817757
114.7,北區,125522,12030.093923710945
114.7,安南區,204344,1906.1655796182147
114.7,安平區,71165,6430.785357346177
114.7,中西區,76328,12192.971246006391
114.6,總計,1856931,847.2741420619897
114.6,新營區,74695,1938.1866492296035
114.6,鹽水區,23843,456.3646629853289
114.6,白河區,25171,199.13041139325625
114.6,柳營區,19930,325.16001037640575
114.6,後壁區,21033,291.23955086549364
114.6,東山區,18634,149.17009425398143
114.6,麻豆區,43041,797.4335981502342
114.6,下營區,21884,652.686770596288
114.6,六甲區,21027,311.2938971473239
114.6,官田區,20607,291.0786450512958
114.6,大內區,8511,121.04533333333333
114.6,佳里區,58421,1500.1977289418678
114.6,學甲區,24488,453.54951390856775
114.6,西港區,24883,736.9116227277843
114.6,七股區,20649,187.4639125840224
114.6,將軍區,17807,424.18222184108475
114.6,北門區,9515,215.75816944555933
114.6,新化區,42025,677.1901724035135
114.6,善化區,53706,971.0050859071736
114.6,新市區,38245,799.9439443124393
114.6,安定區,29841,954.3012472017908
114.6,山上區,6865,246.2515244996054
114.6,玉井區,12757,167.05034426225214
114.6,楠西區,8471,77.26786802345309
114.6,南化區,7690,44.83447392079515
114.6,左鎮區,4091,54.617669637195014
114.6,仁德區,77659,1529.7322638595608
114.6,歸仁區,70421,1262.22188764198
114.6,關廟區,33235,619.5785709891445
114.6,龍崎區,3265,50.95082192336622
114.6,永康區,236176,5864.040739609636
114.6,東區,181156,13503.384119979726
114.6,南區,119701,4389.781466255441
114.6,北區,125548,12032.58577726663
114.6,安南區,204377,1906.4734108446144
114.6,安平區,71152,6429.610619628964
114.6,中西區,76411,12206.230031948882
114.5,總計,1857639,847.5971858867629
114.5,新營區,74771,1940.1586980326217
114.5,鹽水區,23876,456.9962963317415
114.5,白河區,25200,199.3598334237836
114.5,柳營區,19935,325.241585893309
114.5,後壁區,21057,291.5718738446584
114.5,東山區,18659,149.3702258605259
114.5,麻豆區,43079,798.1376356198493
114.5,下營區,21913,653.5516909192313
114.5,六甲區,21043,311.53076890051534
114.5,官田區,20590,290.83851611618286
114.5,大內區,8524,121.23022222222222
114.5,佳里區,58453,1501.0194596093697
114.5,學甲區,24492,453.6235990954199
114.5,西港區,24897,737.3262336154662
114.5,七股區,20671,187.66364167874121
114.5,將軍區,17823,424.5633593459681
114.5,北門區,9528,216.05295202073458
114.5,新化區,42050,677.5930220004223
114.5,善化區,53651,970.0106852866676
114.5,新市區,38233,799.692948696496
114.5,安定區,29835,954.1093700031979
114.5,山上區,6863,246.17978334170314
114.5,玉井區,12777,167.31224023193505
114.5,楠西區,8489,77.43205426172746
114.5,南化區,7700,44.89277622758422
114.5,左鎮區,4100,54.737825840259
114.5,仁德區,77724,1531.0126382804376
114.5,歸仁區,70320,1260.4115695457895
114.5,關廟區,33234,619.5599286370763
114.5,龍崎區,3265,50.95082192336622
114.5,永康區,236299,5867.09472058557
114.5,東區,181152,13503.085959629088
114.5,南區,119797,4393.302063583455
114.5,北區,125625,12039.965497412306
114.5,安南區,204370,1906.4081133117415
114.5,安平區,71164,6430.694992906391
114.5,中西區,76480,12217.252396166135
114.4,總計,1857618,847.5876040784009
114.4,新營區,74783,1940.470074159414
114.4,鹽水區,23884,457.14941956723544
114.4,白河區,25228,199.58134434981005
114.4,柳營區,19955,325.56788796092206
114.4,後壁區,21108,292.2780601753834
114.4,東山區,18700,149.6984416952588
114.4,麻豆區,43097,798.471127052825
114.4,下營區,21937,654.2674870485638
114.4,六甲區,21077,312.0341213760472
114.4,官田區,20609,291.10689551425025
114.4,大內區,8546,121.54311111111112
114.4,佳里區,58470,1501.4560040264803
114.4,學甲區,24512,453.99402502968036
114.4,西港區,24936,738.4812210882944
114.4,七股區,20673,187.6817988691702
114.4,將軍區,17861,425.46856092006595
114.4,北門區,9557,216.71054391920237
114.4,新化區,42081,678.092555500589
114.4,善化區,53505,967.3710036395063
114.4,新市區,38134,797.6222348649643
114.4,安定區,29830,953.9494723377039
114.4,山上區,6866,246.28739507855656
114.4,玉井區,12791,167.4955674107131
114.4,楠西區,8518,77.69657653450282
114.4,南化區,7713,44.96856922641001
114.4,左鎮區,4099,54.72447515102967
114.4,仁德區,77688,1530.303507831952
114.4,歸仁區,70134,1257.077716418151
114.4,關廟區,33234,619.5599286370763
114.4,龍崎區,3274,51.09126829313966
114.4,永康區,236116,5862.550992792108
114.4,東區,181210,13507.40928471332
114.4,南區,119894,4396.859333800301
114.4,北區,125761,12052.999808318958
114.4,安南區,204283,1905.5965582603244
114.4,安平區,70871,6404.218212049194
114.4,中西區,76683,12249.680511182109
114.3,總計,1858560,848.0174166249211
114.3,新營區,74820,1941.4301505503572
114.3,鹽水區,23906,457.57050846484384
114.3,白河區,25275,199.9531662613544
114.3,柳營區,19968,325.77998430487054
114.3,後壁區,21135,292.65192352694373
114.3,東山區,18730,149.93859962311217
114.3,麻豆區,43129,799.0640007114483
114.3,下營區,21981,655.5797799523399
114.3,六甲區,21109,312.50786488243017
114.3,官田區,20618,291.23402259754533
114.3,大內區,8559,121.728
114.3,佳里區,58517,1502.662920944374
114.3,學甲區,24530,454.32740837051483
114.3,西港區,24950,738.8958319759763
114.3,七股區,20721,188.11757143946576
114.3,將軍區,17901,426.4214046822743
114.3,北門區,9568,216.95997532896604
114.3,新化區,42131,678.8982546944064
114.3,善化區,53544,968.0761240795015
114.3,新市區,38070,796.2835915799337
114.3,安定區,29803,953.0860249440358
114.3,山上區,6870,246.43087739436115
114.3,玉井區,12809,167.73127378342772
114.3,楠西區,8529,77.79691256900382
114.3,南化區,7711,44.9569087650522
114.3,左鎮區,4100,54.737825840259
114.3,仁德區,77735,1531.229317028586
114.3,歸仁區,70122,1256.862629119594
114.3,關廟區,33208,619.0752274833011
114.3,龍崎區,3286,51.27853011950425
114.3,永康區,236232,5865.431169972663
114.3,東區,181263,13511.359909359255
114.3,南區,119943,4398.656305353142
114.3,北區,125800,12056.737588652482
114.3,安南區,204336,1906.0909538663602
114.3,安平區,70829,6400.422905578197
114.3,中西區,76822,12271.884984025559
114.2,總計,1858302,847.8996972650461
114.2,新營區,74808,1941.118774423565
114.2,鹽水區,23939,458.20214181125647
114.2,白河區,25316,200.2775215458931
114.2,柳營區,19991,326.1552316826255
114.2,後壁區,21200,293.55196492884824
114.2,東山區,18769,150.25080492932153
114.2,麻豆區,43083,798.2117448271773
114.2,下營區,22013,656.5341747914498
114.2,六甲區,21075,312.0045124068983
114.2,官田區,20636,291.4882767641355
114.2,大內區,8588,122.14044444444444
114.2,佳里區,58530,1502.9967490280467
114.2,學甲區,24561,454.90156856861864
114.2,西港區,24965,739.3400579270641
114.2,七股區,20742,188.30822193897006
114.2,將軍區,17976,428.20798673641485
114.2,北門區,9636,218.5019149529595
114.2,新化區,42194,679.9134356786163
114.2,善化區,53396,965.4002824097762
114.2,新市區,37946,793.6899702151868
114.2,安定區,29785,952.5103933482571
114.2,山上區,6905,247.6863476576512
114.2,玉井區,12811,167.75746338039602
114.2,楠西區,8528,77.78779111132191
114.2,南化區,7753,45.20177845356629
114.2,左鎮區,4100,54.737825840259
114.2,仁德區,77644,1529.4367928393583
114.2,歸仁區,69972,1254.1740378876277
114.2,關廟區,33132,617.6584087261122
114.2,龍崎區,3320,51.80910529420393
114.2,永康區,235795,5854.5808473183315
114.2,東區,181621,13538.045260741226
114.2,南區,120018,4401.406772015652
114.2,北區,125790,12055.779183438759
114.2,安南區,204048,1903.4044267996
114.2,安平區,70622,6381.717466542566
114.2,中西區,77094,12315.335463258787
114.1,總計,1858455,847.9695075831116
114.1,新營區,74789,1940.6257622228102
114.1,鹽水區,23949,458.3935458556239
114.1,白河區,25364,200.6572545619384
114.1,柳營區,19986,326.0736561657223
114.1,後壁區,21249,294.23045767797623
114.1,東山區,18809,150.57101549979265
114.1,麻豆區,43059,797.7670895832098
114.1,下營區,22060,657.9359422113924
114.1,六甲區,21083,312.12294828349405
114.1,官田區,20667,291.9261589399296
114.1,大內區,8586,122.112
114.1,佳里區,58483,1501.789832110153
114.1,學甲區,24534,454.4014935573669
114.1,西港區,25005,740.5246604632981
114.1,七股區,20766,188.52610822411785
114.1,將軍區,18025,429.37522034512006
114.1,北門區,9687,219.65836967095464
114.1,新化區,42239,680.638564953052
114.1,善化區,53322,964.0623615749137
114.1,新市區,37940,793.5644724072152
114.1,安定區,29814,953.4377998081228
114.1,山上區,6912,247.9374417103092
114.1,玉井區,12831,168.01935935007896
114.1,楠西區,8533,77.83339839973146
114.1,南化區,7777,45.341703989860065
114.1,左鎮區,4112,54.89803411101098
114.1,仁德區,77567,1527.9200416023198
114.1,歸仁區,69918,1253.2061450441197
114.1,關廟區,33066,616.428013489606
114.1,龍崎區,3343,52.168023794736065
114.1,永康區,235645,5850.85648027451
114.1,東區,181854,13555.413101165808
114.1,南區,120151,4406.284266230504
114.1,北區,125801,12056.833429173856
114.1,安南區,203882,1901.8559424486202
114.1,安平區,70435,6364.819316302649
114.1,中西區,77212,12334.185303514378
113.12,總計,1858651,848.0589377944895
113.12,新營區,74782,1940.444126148848
113.12,鹽水區,23969,458.77635394435885
113.12,白河區,25393,200.8866765924658
113.12,柳營區,20007,326.41627333671596
113.12,後壁區,21292,294.82586968231305
113.12,東山區,18836,150.78715763486068
113.12,麻豆區,43036,797.3409616410743
113.12,下營區,22077,658.4429644696696
113.12,六甲區,21110,312.52266936700465
113.12,官田區,20669,291.9544094028841
113.12,大內區,8588,122.14044444444444
113.12,佳里區,58470,1501.4560040264803
113.12,學甲區,24537,454.45705744750603
113.12,西港區,25004,740.4950453998923
113.12,七股區,20760,188.4716366528309
113.12,將軍區,18070,430.44716957760437
113.12,北門區,9712,220.2252592385993
113.12,新化區,42292,681.4926060984984
113.12,善化區,53300,963.6646013267112
113.12,新市區,37913,792.999732271343
113.12,安定區,29842,954.3332267348896
113.12,山上區,6916,248.0809240261138
113.12,玉井區,12830,168.0062645515948
113.12,楠西區,8532,77.82427694204955
113.12,南化區,7786,45.39417606597023
113.12,左鎮區,4124,55.05824238176296
113.12,仁德區,77574,1528.057928078414
113.12,歸仁區,69818,1251.4137508894755
113.12,關廟區,33048,616.092451152377
113.12,龍崎區,3352,52.308470164509515
113.12,永康區,235623,5850.31023977475
113.12,東區,181962,13563.463430632995
113.12,南區,120323,4412.592003109861
113.12,北區,125821,12058.750239601304
113.12,安南區,203838,1901.4455008134207
113.12,安平區,70321,6354.517770167084
113.12,中西區,77124,12320.127795527156
113.11,總計,1858873,848.1602311971726
113.11,新營區,74741,1939.3802577156407
113.11,鹽水區,23984,459.06346001091003
113.11,白河區,25434,201.21103187700447
113.11,柳營區,20032,326.8241509212323
113.11,後壁區,21346,295.5735963854337
113.11,東山區,18866,151.02731556271405
113.11,麻豆區,43053,797.6559257722179
113.11,下營區,22099,659.0991109215577
113.11,六甲區,21140,312.96680390423865
113.11,官田區,20675,292.03916079174746
113.11,大內區,8606,122.39644444444444
113.11,佳里區,58428,1500.3774825253838
113.11,學甲區,24554,454.77191949162744
113.11,西港區,25037,741.4723424922853
113.11,七股區,20788,188.72583731883665
113.11,將軍區,18102,431.209444587371
113.11,北門區,9722,220.45201506565715
113.11,新化區,42301,681.6376319533855
113.11,善化區,53211,962.0554803226197
113.11,新市區,37936,793.4808072019008
113.11,安定區,29874,955.3565717940518
113.11,山上區,6934,248.7265944472344
113.11,玉井區,12835,168.07173854401555
113.11,楠西區,8555,78.03407046873346
113.11,南化區,7800,45.47579929547492
113.11,左鎮區,4136,55.21845065251493
113.11,仁德區,77598,1528.5306817107378
113.11,歸仁區,69728,1249.8005961502959
113.11,關廟區,33030,615.756888815148
113.11,龍崎區,3358,52.40210107769181
113.11,永康區,235568,5848.944638525349
113.11,東區,181866,13556.307582217718
113.11,南區,120406,4415.635852883039
113.11,北區,125880,12064.404830362279
113.11,安南區,203796,1901.053715616185
113.11,安平區,70222,6345.571690628304
113.11,中西區,77232,12337.380191693292
113.10,總計,1858882,848.1643376864705
113.10,新營區,74697,1938.2385452507356
113.10,鹽水區,23986,459.1017408197835
113.10,白河區,25484,201.60658710205166
113.10,柳營區,20077,327.5583305733617
113.10,後壁區,21361,295.78129824741166
113.10,東山區,18898,151.28348401909096
113.10,麻豆區,43026,797.1556886227545
113.10,下營區,22135,660.1728051155563
113.10,六甲區,21143,313.0112173579621
113.10,官田區,20689,292.23691403242873
113.10,大內區,8623,122.63822222222223
113.10,佳里區,58419,1500.1463707751489
113.10,學甲區,24537,454.45705744750603
113.10,西港區,25041,741.5908027459087
113.10,七股區,20832,189.12529550827423
113.10,將軍區,18081,430.70920161221164
113.10,北門區,9753,221.15495812953654
113.10,新化區,42342,682.2983052923157
113.10,善化區,53102,960.0847590928897
113.10,新市區,37908,792.8951507646999
113.10,安定區,29896,956.0601215222258
113.10,山上區,6941,248.9776884998924
113.10,玉井區,12848,168.24197092430944
113.10,楠西區,8569,78.16177087628019
113.10,南化區,7821,45.59823413973197
113.10,左鎮區,4146,55.35195754480825
113.10,仁德區,77634,1529.2398121592234
113.10,歸仁區,69578,1247.1120049183296
113.10,關廟區,33059,616.2975170251281
113.10,龍崎區,3362,52.464521686480005
113.10,永康區,235607,5849.9129739567425
113.10,東區,181753,13547.884552312235
113.10,南區,120506,4419.303141766386
113.10,北區,125901,12066.417481311099
113.10,安南區,203716,1900.3074580976404
113.10,安平區,70162,6340.149824241164
113.10,中西區,77249,12340.095846645369
113.9,總計,1859013,848.2241099195853
113.9,新營區,74739,1939.3283616945087
113.9,鹽水區,24007,459.5036893129552
113.9,白河區,25485,201.6144982065526
113.9,柳營區,20079,327.59096078012294
113.9,後壁區,21382,296.0720808541808
113.9,東山區,18927,151.51563668268253
113.9,麻豆區,43023,797.1001067172585
113.9,下營區,22169,661.1868496321106
113.9,六甲區,21159,313.24808911115355
113.9,官田區,20699,292.37816634720105
113.9,大內區,8629,122.72355555555555
113.9,佳里區,58402,1499.7098263580383
113.9,學甲區,24544,454.5867065244972
113.9,西港區,25017,740.8800412241683
113.9,七股區,20903,189.76987576850308
113.9,將軍區,18037,429.66107347378255
113.9,北門區,9779,221.744523279887
113.9,新化區,42378,682.8784087118643
113.9,善化區,52984,957.9513177616222
113.9,新市區,37899,792.7069040527425
113.9,安定區,29894,955.9961624560282
113.9,山上區,6956,249.51574718415955
113.9,玉井區,12858,168.37291890915088
113.9,楠西區,8574,78.20737816468974
113.9,南化區,7837,45.691517830594485
113.9,左鎮區,4158,55.51216581556022
113.9,仁德區,77660,1529.7519619275743
113.9,歸仁區,69485,1245.4450783545105
113.9,關廟區,33084,616.7635758268349
113.9,龍崎區,3380,52.7454144260269
113.9,永康區,235525,5847.876986639454
113.9,東區,181719,13545.350189331823
113.9,南區,120574,4421.796898207062
113.9,北區,125991,12075.043128234618
113.9,安南區,203637,1899.5705287980777
113.9,安平區,70088,6333.4628556970265
113.9,中西區,77352,12356.549520766774
113.8,總計,1859253,848.3336163008644
113.8,新營區,74833,1941.7674746877155
113.8,鹽水區,24031,459.9630590194371
113.8,白河區,25532,201.98632011809696
113.8,柳營區,20070,327.4441248496971
113.8,後壁區,21410,296.45979099653965
113.8,東山區,18944,151.65172617513278
113.8,麻豆區,43032,797.2668524337463
113.8,下營區,22223,662.7973909231085
113.8,六甲區,21180,313.55898328721736
113.8,官田區,20709,292.51941866197336
113.8,大內區,8643,122.92266666666667
113.8,佳里區,58407,1499.8382217748356
113.8,學甲區,24566,454.9941750521837
113.8,西港區,25053,741.946183506779
113.8,七股區,20981,190.47800619523338
113.8,將軍區,18020,429.256114874844
113.8,北門區,9814,222.53816867458954
113.8,新化區,42421,683.5713100185473
113.8,善化區,52895,956.3421967575308
113.8,新市區,37861,791.9120846022555
113.8,安定區,29858,954.8448992644708
113.8,山上區,6964,249.8027118157687
113.8,玉井區,12892,168.81814205761185
113.8,楠西區,8578,78.24386399541737
113.8,南化區,7849,45.76148059874137
113.8,左鎮區,4169,55.65902339708287
113.8,仁德區,77605,1528.6685681868323
113.8,歸仁區,69297,1242.0753773437793
113.8,關廟區,33129,617.6024816699073
113.8,龍崎區,3398,53.02630716557378
113.8,永康區,235478,5846.710018299056
113.8,東區,181863,13556.08396195474
113.8,南區,120676,4425.537532868077
113.8,北區,126063,12081.943645773434
113.8,安南區,203436,1897.6955567827347
113.8,安平區,69923,6318.552723132393
113.8,中西區,77450,12372.20447284345
113.7,總計,1859328,848.3678370450141
113.7,新營區,74861,1942.4940189835645
113.7,鹽水區,24060,460.5181307481027
113.7,白河區,25576,202.33440871613848
113.7,柳營區,20093,327.8193722274521
113.7,後壁區,21421,296.6121056953235
113.7,東山區,18963,151.80382619610657
113.7,麻豆區,43058,797.7485622813778
113.7,下營區,22250,663.6026615686076
113.7,六甲區,21190,313.707028132962
113.7,官田區,20709,292.51941866197336
113.7,大內區,8653,123.06488888888889
113.7,佳里區,58346,1498.2717976899096
113.7,學甲區,24592,455.4757287667224
113.7,西港區,25027,741.1761918582268
113.7,七股區,21032,190.94101455117243
113.7,將軍區,18053,430.0422109786659
113.7,北門區,9842,223.17308499035155
113.7,新化區,42469,684.3447812446119
113.7,善化區,52825,955.0765959677959
113.7,新市區,37875,792.2049128208561
113.7,安定區,29829,953.9174928046051
113.7,山上區,6962,249.7309706578664
113.7,玉井區,12912,169.0800380272948
113.7,楠西區,8597,78.41717169137365
113.7,南化區,7885,45.971368903182025
113.7,左鎮區,4172,55.699075464770864
113.7,仁德區,77579,1528.1564184184815
113.7,歸仁區,69197,1240.2829831891352
113.7,關廟區,33144,617.8821169509315
113.7,龍崎區,3404,53.11993807875608
113.7,永康區,235417,5845.195442367903
113.7,東區,181951,13562.643489668744
113.7,南區,120715,4426.967775532582
113.7,北區,126162,12091.431857389305
113.7,安南區,203187,1895.372830256265
113.7,安平區,69776,6305.269150483901
113.7,中西區,77544,12387.220447284346
113.6,總計,1859706,848.5403095955286
113.6,新營區,74922,1944.0768476280923
113.6,鹽水區,24095,461.1880449033888
113.6,白河區,25613,202.6271195826734
113.6,柳營區,20117,328.2109347085878
113.6,後壁區,21442,296.90288830209266
113.6,東山區,19016,152.2281052019808
113.6,麻豆區,43058,797.7485622813778
113.6,下營區,22262,663.9605596332738
113.6,六甲區,21155,313.18887117285567
113.6,官田區,20751,293.11267838401704
113.6,大內區,8660,123.16444444444444
113.6,佳里區,58377,1499.0678492740524
113.6,學甲區,24613,455.86467599769594
113.6,西港區,24995,740.2285098292397
113.6,七股區,21065,191.2406081932506
113.6,將軍區,18084,430.7806648943773
113.6,北門區,9857,223.51321873093835
113.6,新化區,42526,685.2632783255638
113.6,善化區,52811,954.8234758098489
113.6,新市區,37853,791.7447541916267
113.6,安定區,29817,953.5337384074193
113.6,山上區,6970,250.01793528947556
113.6,玉井區,12944,169.49907157878746
113.6,楠西區,8601,78.45365752210128
113.6,南化區,7891,46.006350287255465
113.6,左鎮區,4178,55.779179600146854
113.6,仁德區,77578,1528.136720350468
113.6,歸仁區,69131,1239.10000304707
113.6,關廟區,33162,618.2176792881604
113.6,龍崎區,3410,53.213568991938374
113.6,永康區,235383,5844.351252504636
113.6,東區,182030,13568.532156593817
113.6,南區,120782,4429.4248590844245
113.6,北區,126279,12102.64519838988
113.6,安南區,202951,1893.1713705765585
113.6,安平區,69650,6293.883231070909
113.6,中西區,77677,12408.466453674122
113.5,總計,1859687,848.531640340344
113.5,新營區,74895,1943.3762513428094
113.5,鹽水區,24122,461.70483582318093
113.5,白河區,25635,202.80116388169418
113.5,柳營區,20173,329.12458049790433
113.5,後壁區,21486,297.51214709722797
113.5,東山區,19021,152.26813152328972
113.5,麻豆區,43078,798.1191083180174
113.5,下營區,22300,665.0939035047168
113.5,六甲區,21176,313.4997653489195
113.5,官田區,20762,293.26805593026654
113.5,大內區,8665,123.23555555555555
113.5,佳里區,58343,1498.1947604398313
113.5,學甲區,24624,456.0684102615392
113.5,西港區,24995,740.2285098292397
113.5,七股區,21077,191.34955133582451
113.5,將軍區,18106,431.30472896359186
113.5,北門區,9873,223.87602805423094
113.5,新化區,42583,686.1817754065156
113.5,善化區,52775,954.1725954036996
113.5,新市區,37823,791.1172651517686
113.5,安定區,29840,954.269267668692
113.5,山上區,6971,250.0538058684267
113.5,玉井區,12961,169.72168315301795
113.5,楠西區,8633,78.74554416792239
113.5,南化區,7904,46.082143286081255
113.5,左鎮區,4185,55.87263442475218
113.5,仁德區,77552,1527.6245705821175
113.5,歸仁區,69045,1237.558544074076
113.5,關廟區,33145,617.9007593029997
113.5,龍崎區,3421,53.38522566610592
113.5,永康區,235309,5842.513898096352
113.5,東區,181990,13565.55055308745
113.5,南區,120816,4430.671737304762
113.5,北區,126358,12110.216599578303
113.5,安南區,202801,1891.7721377292876
113.5,安平區,69555,6285.2986092912715
113.5,中西區,77689,12410.38338658147
113.4,總計,1859788,848.5777242757989
113.4,新營區,74927,1944.2065876809224
113.4,鹽水區,24166,462.5470136183978
113.4,白河區,25688,203.2204524202442
113.4,柳營區,20196,329.4998278756593
113.4,後壁區,21500,297.7060021684074
113.4,東山區,19034,152.37219995869285
113.4,麻豆區,43030,797.2297978300824
113.4,下營區,22327,665.8991741502158
113.4,六甲區,21140,312.96680390423865
113.4,官田區,20792,293.6918128745835
113.4,大內區,8685,123.52
113.4,佳里區,58355,1498.5029094401445
113.4,學甲區,24650,456.5499639760779
113.4,西港區,24999,740.346970082863
113.4,七股區,21108,191.63098778747374
